"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1573.96/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0x796832f6fcf445dd431d8f3651038d79753d1d0065ce82d925d756abda06f7f5","12986289","1628450032","2021-08-08 19:13:52","0xf476cd75be8fdd197ae0b466a2ec2ae44da41897","0x830bd73e4184cef73443c15111a1df14e495c706","","41.56","0","65413.7776","0.003440944","5.41590821824","3013.75","","","Create Bid",""
"0xd4bd458867b11b50fbbdddd6a76295c5c10c4dda7aca34937085ab88f2dd8263","12989052","1628487046","2021-08-09 05:30:46","0x90f3146fa0e9e2056bbe383ecd2ff5864eaa78c5","0x830bd73e4184cef73443c15111a1df14e495c706","","42.69","0","67192.3524","0.002183676","3.43701867696","3164.94","","","Create Bid",""
"0x8b9f496ba8b6e36a8f2e293e497898e7746df2961b12940d3feb5f81b5d341f9","12991399","1628517967","2021-08-09 14:06:07","0x79788917f5963880f79e138a3f01ac049df40812","0x830bd73e4184cef73443c15111a1df14e495c706","","50","0","78698","0.003705632","5.83251654272","3164.94","","","Create Bid",""
"0xd696415cd1575909c1a8a367c33d7774f51681b6b27a55b2cb0721d7ec7fca1e","12992081","1628527369","2021-08-09 16:42:49","0x7d602b32acd5942a619f49e104b20c0553c93405","0x830bd73e4184cef73443c15111a1df14e495c706","","51","0","80271.96","0.00363946","5.7283644616","3164.94","","","Create Bid",""
"0xbcae058d50806a0c55d29a63f6a986edd019b404f04eb7561522399740ca8265","12992157","1628528276","2021-08-09 16:57:56","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","55.55","0","87433.478","0.003573288","5.62421238048","3164.94","","","Create Bid",""
"0xf401c9f26d1794b2992594605706cdd6be12df8953a8d2d31f3d876b32080984","12992170","1628528412","2021-08-09 17:00:12","0x41797b5e0398af475422f6f33f2dc81d9a24ae33","0x830bd73e4184cef73443c15111a1df14e495c706","","56.67","0","89196.3132","0.002702425","4.253508853","3164.94","Error(0)","Reverted","Create Bid",""
"0x690e84114b14c52a19bc16e7e79de4ef3fb8b1a86a26e1ed754cbbf56d741998","12992176","1628528487","2021-08-09 17:01:27","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","62.41","0","98230.8436","0.00376777","5.9303192692","3164.94","","","Create Bid",""
"0x46d9d570e333ed741a45915fa8876b422990c12ec07cbd17c23320a17b26286b","12992177","1628528515","2021-08-09 17:01:55","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","100.69","0","158482.0324","0.003700372","5.82423751312","3164.94","Error(0)","Out of gas","Create Bid",""
"0xf73487ff140bf81106e8fdd912d4856ef46a1f954e7a2122c552a70a15418c7c","12992179","1628528529","2021-08-09 17:02:09","0x41797b5e0398af475422f6f33f2dc81d9a24ae33","0x830bd73e4184cef73443c15111a1df14e495c706","","60","0","94437.6","0.002800695","4.4081819022","3164.94","Error(0)","Reverted","Create Bid",""
"0x807bcf73ca9e3f7031f5c0d07c486e8d6500ddb242a196a79315716f18d86c22","12992182","1628528540","2021-08-09 17:02:20","0x41797b5e0398af475422f6f33f2dc81d9a24ae33","0x830bd73e4184cef73443c15111a1df14e495c706","","65","0","102307.4","0.0070709","11.129313764","3164.94","","","Create Bid",""
"0x6892e0697be4c9aba222fa192fe7fd4ccbf814639d6c7be398cce9f75d633834","12992185","1628528586","2021-08-09 17:03:06","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","100.69","0","158482.0324","0.00320115250366942","5.03848599467552","3164.94","","","Create Bid",""
"0x5ea7a663a774f7c244c7056b805f557470151d0389c014edf8d825147133a045","12992188","1628528629","2021-08-09 17:03:49","0xa5fba9a0e23876c7004496bad73f98b6f785724d","0x830bd73e4184cef73443c15111a1df14e495c706","","69.69","0","109689.2724","0.00245675","3.86682623","3164.94","Error(0)","Reverted","Create Bid",""
"0x656d1a976a4f611c2953c6682d04517b73e911eddea8ce1eb0628479b5f1c67c","12992189","1628528635","2021-08-09 17:03:55","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","133.7","0","210438.452","0.004101122","6.45500198312","3164.94","","","Create Bid",""
"0xd74f67e130b5764b40c3eae7e7f03114e1f07755b5dfffa10584b7f20ae05ea2","12992196","1628528753","2021-08-09 17:05:53","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","141.56","0","222809.7776","0.00494963","7.7905196348","3164.94","","","Create Bid",""
"0xfa7108b807107d0d76b549bdf085b467453a59ecbe0df1f90125ae8e80b8de92","12992197","1628528788","2021-08-09 17:06:28","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","140","0","220354.4","0.00284983","4.4855184268","3164.94","Error(0)","Reverted","Create Bid",""
"0xc3a8b16e28382688952699326d95a17b6c318f6308d7e77ff2857267b02aeace","12992201","1628528852","2021-08-09 17:07:32","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","155","0","243963.8","0.003747577","5.89853629492","3164.94","","","Create Bid",""
"0x197b2b68b183a26482a35005a54aad879da0ec4b93ab44f5d6ceb59c1dd8db52","12992204","1628528895","2021-08-09 17:08:15","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","169.69","0","267085.2724","0.004978799612689981","7.83643143838952","3164.94","","","Create Bid",""
"0x455013dd279d825465cad4fe80c35297c773a265a4ec0f6325c00f1beea36381","12992219","1628529038","2021-08-09 17:10:38","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","173.69","0","273381.1124","0.0049849845","7.84616620362","3164.94","","","Create Bid",""
"0x7ecb4176e75d306e6a7ac67744a4ff6a52223f3baefaa7880854e10002a5cf84","12992219","1628529038","2021-08-09 17:10:38","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","173.31","0","272783.0076","0.00275156","4.3308453776","3164.94","Error(0)","Reverted","Create Bid",""
"0xcdc1fa928e37e0d704fd0c1dad241e79af7f1bfae3ed7454acfc52dc406d6cc9","12992229","1628529177","2021-08-09 17:12:57","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","188.88","0","297289.5648","0.004030413","6.34370884548","3164.94","","","Create Bid",""
"0xfcd66e87b491f88d20686811043d04c001d544967e9778e70a0eba1db51f517c","12992230","1628529199","2021-08-09 17:13:19","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","200","0","314792","0.00569288","8.9603654048","3164.94","Error(0)","Out of gas","Create Bid",""
"0x4445fda64216f9543fc5464f9092564ee710a7e4950467bb2e4c42aafa8664d1","12992230","1628529199","2021-08-09 17:13:19","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","195.69","0","308008.2324","0.005020339","7.90181277244","3164.94","","","Create Bid",""
"0x5d6f174de91fb2e7b5b339ec92958faaecd2ad93d3cc37d224ce3d0f57aea109","12992240","1628529348","2021-08-09 17:15:48","0xeb1c22baacafac7836f20f684c946228401ff01c","0x830bd73e4184cef73443c15111a1df14e495c706","","200","0","314792","0.00494963","7.7905196348","3164.94","","","Create Bid",""
"0x585ffd75a7509d0b1633fe3f65ea16eb76db091635c281036b6eddc5ad610ba4","12992240","1628529348","2021-08-09 17:15:48","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","213.37","0","335835.8452","0.003440944","5.41590821824","3164.94","","","Create Bid",""
"0x2a600daf64be2c6d73a4b5d1c4e768edac8bce090f5ad998c208171ae5135808","12992244","1628529425","2021-08-09 17:17:05","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","220.69","0","347357.2324","0.005373884","8.45827846064","3164.94","","","Create Bid",""
"0xec5ba2be1afdd612a337d8cf26380e1dfc5df4e9d6a6e6dd86250a116ca57d39","12992253","1628529568","2021-08-09 17:19:28","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","313.37","0","493231.8452","0.003888995","6.1211225702","3164.94","","","Create Bid",""
"0x3f28962109205c9baaf63cee06d6a9b51ae31692d7209e84fa29b345834982b1","12992269","1628529746","2021-08-09 17:22:26","0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e","0x830bd73e4184cef73443c15111a1df14e495c706","","330.69","0","520492.8324","0.005303175","8.346985323","3164.94","","","Create Bid",""
"0xe828eaf79698022ad54623b629a97391216aef1ba12f9e2b91f042dffc0eaf6c","12992276","1628529854","2021-08-09 17:24:14","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","337.33","0","530943.9268","0.004030413","6.34370884548","3164.94","","","Create Bid",""
"0x4749a595fa33244ce1aafd855aa0af3b06fb5fb2bfc8415d9e4f491da1369e90","12992279","1628529925","2021-08-09 17:25:25","0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e","0x830bd73e4184cef73443c15111a1df14e495c706","","345","0","543016.2","0.004666794","7.34534708424","3164.94","","","Create Bid",""
"0x797d83e630cda91b88c0fb8c59a576170eb79253d1091b5ce90ad0310c1043b9","12992284","1628530017","2021-08-09 17:26:57","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","355.55","0","559621.478","0.004030413","6.34370884548","3164.94","","","Create Bid",""
"0x54dca3d4180b23af8ea5053abd1603b302f9ebf55d3d857d16cae3338ca174d1","12992286","1628530038","2021-08-09 17:27:18","0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e","0x830bd73e4184cef73443c15111a1df14e495c706","","365","0","574495.4","0.004666794","7.34534708424","3164.94","","","Create Bid",""
"0xd4c4c72d87bd0eb245c8fe107424097a04762f1b27b83bc678d4f9eb78caaa8f","12992299","1628530252","2021-08-09 17:30:52","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","377.77","0","594594.8692","0.010818477","17.02785005892","3164.94","","","Create Bid",""
"0xac603455829d5b6e6585745797ab8b4b049420700aa6a81b2d2aa68f43481cf7","12992308","1628530355","2021-08-09 17:32:35","0x7f3aff2681ae4c82dc9c755ac9fed7b3429c047e","0x830bd73e4184cef73443c15111a1df14e495c706","","386.99","0","609106.7804","0.030051325","47.299583497","3164.94","","","Create Bid",""
"0x62e55af0c21b1f584a494d266629e07d15b1ac342358e9c9f02a3ef48bb758ec","12992314","1628530417","2021-08-09 17:33:37","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","404","0","635879.84","0.0070709","11.129313764","3164.94","","","Create Bid",""
"0xedb78f50c2313e3836bee2d6729fafd674b4ed387651ffe85b9867f98f218d43","12992324","1628530530","2021-08-09 17:35:30","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","420.69","0","662149.2324","0.006505228","10.23896866288","3164.94","","","Create Bid",""
"0xb580735c2caaa3db8be4f8969e53e0ad717d198c92a675268aca84149a4c5520","12992332","1628530588","2021-08-09 17:36:28","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","444.44","0","699530.7824","0.005373884","8.45827846064","3164.94","","","Create Bid",""
"0x59a3f3ebd5fd042e3679e0dc220e10d6331a75c07382cf29f67853ed8445e955","12992339","1628530657","2021-08-09 17:37:37","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","469.69","0","739273.2724","0.005091048","8.01310591008","3164.94","","","Create Bid",""
"0xd017f1e247c5b99f00d330ac27f3a0e20ad8b4974268569589fa509746cf7ea1","12992343","1628530705","2021-08-09 17:38:25","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","513.37","0","808023.8452","0.004525376","7.12276080896","3164.94","","","Create Bid",""
"0xafc2c3eab2f1735e6385fd7d36cd9df77052270b52a6db4f750eec72bbb31d6d","12992350","1628530772","2021-08-09 17:39:32","0xca6caedcc79d4d6541b3f82dc7754a14d9b196f8","0x830bd73e4184cef73443c15111a1df14e495c706","","569.69","0","896669.2724","0.005515302","8.68086473592","3164.94","","","Create Bid",""
"0x4fb28ad392119b98bea6a7d3ca492ce93d52219f7f7b3852a5d6ae987df76819","12992354","1628530869","2021-08-09 17:41:09","0x2536c09e5f5691498805884fa37811be3b2bddb4","0x830bd73e4184cef73443c15111a1df14e495c706","","613.37","0","965419.8452","0.004383958","6.90017453368","3164.94","","","Create Bid",""
"0xdb9d11cce7bf5aaba69e4a919538868d82565743ffb6053c969e623213db969f","12992388","1628531228","2021-08-09 17:47:08","0x021edd67d43b365a6401a5ee704aa6f264f3f4e4","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.019609052137494576","30.863863702331","3164.94","","","Settle Current And Create New Auction",""
"0xba39e4120958320ba4323214858aa8e2a005a4d2440fdcd560af2f0eb7448975","12992391","1628531268","2021-08-09 17:47:48","0x2b3ab8e7bb14988616359b78709538b10900ab7d","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.015502482","24.40028656872","3164.94","Error(0)","Reverted","Settle Current And Create New Auction",""
"0x2ca37fa1dfab99797d19a5bd4a5c565de521eca4a747c0f140916b21f18b7296","12992393","1628531292","2021-08-09 17:48:12","0x06324d8d1af42bf040fdb6709d4fde238ae44529","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.00434786887070346","6.84337168773242","3164.94","","","Create Bid",""
"0x0e7c1c7092069e5ce57cba5644136e93e0a525aa2fefa4ed1b65e5ff561747e7","12992393","1628531292","2021-08-09 17:48:12","0x4298e663517593284ad4fe199b21815bd48a9969","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.002182767959921364","3.43558945819783","3164.94","Error(0)","Reverted","Settle Current And Create New Auction",""
"0x4c19ed3c2757a393d745e34b9985394b77b41149b0e010ab8477005d85389fe0","12992393","1628531292","2021-08-09 17:48:12","0xd4e76b7630d0e1cc4d99f3951f93f6adec1fac5a","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00229666298782982","3.61485567632462","3164.94","Error(0)","Reverted","Create Bid",""
"0x9fef75f00083c66657f3790838e64e5354324ae8a3178d4e3b1e64055c1e6f28","12992394","1628531311","2021-08-09 17:48:31","0x12a0e25e62c1dbd32e505446062b26aecb65f028","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.0039308","6.186921968","3164.94","Error(0)","Reverted","Create Bid",""
"0xaba4a890aa411e72cbe874e7416cdfbd24c36ad661968849716b2b9cf5853895","12992395","1628531319","2021-08-09 17:48:39","0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00265329","4.1761723284","3164.94","Error(0)","Reverted","Create Bid",""
"0x4a396aa49cad9a0af3c3cc5d1d0c9729b3ec17fd11a45c522ee4fc776c081dee","12992396","1628531328","2021-08-09 17:48:48","0x0f3f0ce37f087e38b83f6de6f013e3bfdd888160","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.00239751148875843","3.77358718284622","3164.94","Error(0)","Reverted","Create Bid",""
"0x7efe60e4b3ab9ecdfbc49fab5dfa60af0c98a8d6cdad43da0d8f9d627f4260d8","12992396","1628531328","2021-08-09 17:48:48","0x724c6ce6d4349534fa6f0eef40597835378792e2","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00239751148875843","3.77358718284622","3164.94","Error(0)","Reverted","Create Bid",""
"0x7bbe0db15da31a442e7d9431bb1af50a05a4b7dabd2d99ec12f7c94c7a3eba0b","12992398","1628531343","2021-08-09 17:49:03","0x12a0e25e62c1dbd32e505446062b26aecb65f028","0x830bd73e4184cef73443c15111a1df14e495c706","","0.21","0","330.5316","0.00529376","8.3321664896","3164.94","","","Create Bid",""
"0x1dbe372bea0f42dc81b3671898044b35f30f81fcce154458d5c40fe46ef4ef66","12992398","1628531343","2021-08-09 17:49:03","0x8be3fd8a423c38131aae0330b20ceec425e0e50e","0x830bd73e4184cef73443c15111a1df14e495c706","","0.69","0","1086.0324","0.00397032","6.2491248672","3164.94","","","Create Bid",""
"0x4af9983623b6fdc15c305892010297148057a13a916da267125bcd3c340cbd5b","12992398","1628531343","2021-08-09 17:49:03","0x42de10a720c59ed8dcc6e55d5e61e03b5ad70905","0x830bd73e4184cef73443c15111a1df14e495c706","","0.11","0","173.1356","0.00275156","4.3308453776","3164.94","Error(0)","Reverted","Create Bid",""
"0xb165ecdd42214c6dd6b71658fd146cf19e01606e11856be8092a17c11d0f1e43","12992398","1628531343","2021-08-09 17:49:03","0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00","0x830bd73e4184cef73443c15111a1df14e495c706","","0.5","0","786.98","0.002702425","4.253508853","3164.94","Error(0)","Reverted","Create Bid",""
"0x716e05b22efe0427accb112b9d8d11bef04ae889c6aa23c43f1b20a4b8ccf986","12992399","1628531401","2021-08-09 17:50:01","0x90f3146fa0e9e2056bbe383ecd2ff5864eaa78c5","0x830bd73e4184cef73443c15111a1df14e495c706","","10.69","0","16825.6324","0.003705632","5.83251654272","3164.94","","","Create Bid",""
"0x2c5d6a227c0386d63c80905410cb5994e9582e89ea4284a0b86a8253a4c51fcd","12992401","1628531411","2021-08-09 17:50:11","0x6a4bf9949dc169e79762cc116e309d08a6ea4a5e","0x830bd73e4184cef73443c15111a1df14e495c706","","0.69","0","1086.0324","0.002410577695600885","3.79415286976797","3164.94","Error(0)","Reverted","Create Bid",""
"0xc257c335071c2dce189a1f38d36757370cfd94dbe8193e436cd9e5b03c3746e5","12992401","1628531411","2021-08-09 17:50:11","0x113d754ff2e6ca9fd6ab51932493e4f9dabdf596","0x830bd73e4184cef73443c15111a1df14e495c706","","1.13","0","1778.5748","0.002410577695600885","3.79415286976797","3164.94","Error(0)","Reverted","Create Bid",""
"0xdc45bcd8adf4f8189919741d525050b586b36c3c81ccb79b535ad0fcd7019f2c","12992401","1628531411","2021-08-09 17:50:11","0xf8a099545c0f2c3d3e547c048c2f5589e53b54d5","0x830bd73e4184cef73443c15111a1df14e495c706","","0.2","0","314.792","0.002406506952929875","3.78774568363351","3164.94","Error(0)","Reverted","Create Bid",""
"0x06f912804d6a869482be310c70a135f29681112f6222156f75cdd71772dcdb47","12992401","1628531411","2021-08-09 17:50:11","0xa5869f45b71547d0751b415b87f2e7ee62b67b03","0x830bd73e4184cef73443c15111a1df14e495c706","","0.12","0","188.8752","0.002406506952929875","3.78774568363351","3164.94","Error(0)","Reverted","Create Bid",""
"0x205e014871fdddcba88e258412d031dbf01d2b9a785c944d185b5fbb18c4da38","12992403","1628531422","2021-08-09 17:50:22","0x1bbec7a15d0f0853b8f3ca0ad4d3573ce186d5ee","0x830bd73e4184cef73443c15111a1df14e495c706","","0.2","0","314.792","0.002406506952929875","3.78774568363351","3164.94","Error(0)","Reverted","Create Bid",""
"0xa99dd2bf12c4edb34d9fbd7880d64d1ea0e3bedef17c5c9c8bb05ff0f72a98a7","12992403","1628531422","2021-08-09 17:50:22","0x01a8bc97c867c28eb3a1b0af5a12e761a7a6a8e3","0x830bd73e4184cef73443c15111a1df14e495c706","","0.11","0","173.1356","0.002406506952929875","3.78774568363351","3164.94","Error(0)","Reverted","Create Bid",""
"0x1475c6b39fc5ee2bcf69b791e9f5059fd6a42cd8418cfca7a70fa9542e9b6f07","12992403","1628531422","2021-08-09 17:50:22","0xf0ccf93438aebc3065cef29e013fc5f4835c4780","0x830bd73e4184cef73443c15111a1df14e495c706","","0.5","0","786.98","0.002356655934419885","3.70928217453952","3164.94","Error(0)","Reverted","Create Bid",""
"0x78e85b3c4af38171338e3fcc78237a0aff0193078a3d27c58442da3bf773cd8f","12992403","1628531422","2021-08-09 17:50:22","0x1d6d845ccc56ce0f6f5b5d123a766caa3719157a","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00235563498690059","3.70767524398205","3164.94","Error(0)","Reverted","Create Bid",""
"0x4870812cee46834766940ab853f8e583a70f1ca0a475f31a88f36a422a945d00","12992403","1628531422","2021-08-09 17:50:22","0x38a4d889a1979133fbc1d58f970f0953e3715c26","0x830bd73e4184cef73443c15111a1df14e495c706","","0.69","0","1086.0324","0.00229842770427527","3.6176332694211","3164.94","Error(0)","Reverted","Create Bid",""
"0x425562fc930aadd5989b56f6aa319cb910520c1dcec98a42f5ca27784a574a19","12992409","1628531504","2021-08-09 17:51:44","0x113d754ff2e6ca9fd6ab51932493e4f9dabdf596","0x830bd73e4184cef73443c15111a1df14e495c706","","11.3","0","17785.748","0.003705632","5.83251654272","3164.94","","","Create Bid",""
"0x4f0b6886ca5b489855aa2c85ff4c81def073ba04f0c839d9ec1d8f320f957cae","12992426","1628531737","2021-08-09 17:55:37","0x75863c5dd30fc162d7e6b30a6caf015cc4c066c6","0x830bd73e4184cef73443c15111a1df14e495c706","","13.37","0","21043.8452","0.003904148","6.14497278608","3164.94","","","Create Bid",""
"0x621be5007ccd6acb593c48b9bf0adc724e5b2616850d45a956880290c5821ae3","12995641","1628575157","2021-08-10 05:59:17","0xf0ccf93438aebc3065cef29e013fc5f4835c4780","0x830bd73e4184cef73443c15111a1df14e495c706","","22.22","0","34973.3912","0.002384130749738424","3.75252643485829","3141.67","","","Create Bid",""
"0xa1fb4c3ea38048819d52095f243b5177235e0b24b39825936bab06b4c85166a4","12998889","1628617690","2021-08-10 17:48:10","0x67bace9bbdf3212509a7438ae026c7c9fbef6931","0x830bd73e4184cef73443c15111a1df14e495c706","","0","0","0","0.02422914","38.1356971944","3141.67","","","Settle Current And Create New Auction",""
"0x34b59da6da8610c1e8a11d6c3445ed27d1cb92889b6b205869b801d86a53326b","12998893","1628617729","2021-08-10 17:48:49","0x01a8bc97c867c28eb3a1b0af5a12e761a7a6a8e3","0x830bd73e4184cef73443c15111a1df14e495c706","","0.01","0","15.7396","0.00492835530418506","7.75703411457512","3141.67","","","Create Bid",""
"0x0f1340806a999d70bad987065fd2e39f98ba6f0985a335367efae5cfb6f39236","12998896","1628617748","2021-08-10 17:49:08","0x286cd2ff7ad1337baa783c345080e5af9bba0b6e","0x830bd73e4184cef73443c15111a1df14e495c706","","0.1","0","157.396","0.003837976","6.04082070496","3141.67","","","Create Bid",""
